id,version,status,title,agent_role,category,sector,prompt_family,lifecycle_phase,icon,color_token,operator_tab,route_path,quality_total,has_golden_fixture,command_template_count,hash
HASF-SEC-LOGISTICS-THREAT-MOD-091,3.0.0,active,Logistics Threat Model Agent,Security Architecture Agent,Cybersecurity,Logistics,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/logistics/threat-modeling/hasf-sec-logistics-threat-mod-091,50,False,2,caf05398e2d1b035c56e874c3ceff884e2b76cfacc3a853679a82a7d5a0e0fd8
HASF-SEC-LOGISTICS-COMPLIANCE-092,3.0.0,active,Logistics Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Logistics,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/logistics/compliance-mapping/hasf-sec-logistics-compliance-092,50,False,3,39a8a72677326a984812e50fb84a5a368579c4e0804ea512e31792fefcb9b5e4
HASF-SEC-LOGISTICS-CI-CD-GATE-093,3.0.0,active,Logistics CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Logistics,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/logistics/ci-cd/hasf-sec-logistics-ci-cd-gate-093,50,False,4,243566fafa296e9d03834249dce3da6349de55df8e8141d674db96cdd36b02ac
HASF-SEC-LOGISTICS-AI-RISK-EV-094,3.0.0,active,Logistics AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Logistics,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/logistics/ai-ml-security/hasf-sec-logistics-ai-risk-ev-094,50,False,2,9a893629560974fc41530789ad42fed7a449393a7518642c8c9776bea6045602
HASF-SEC-LOGISTICS-INCIDENT-P-095,3.0.0,active,Logistics Incident Playbook Agent,Incident Response Agent,Cybersecurity,Logistics,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/logistics/incident-response/hasf-sec-logistics-incident-p-095,50,False,2,a8c7d352a51b09da12026526f7971d33d3e7739a73a9fe65e5b431af4cdd5352
HASF-SEC-LOGISTICS-RELEASE-EV-096,3.0.0,active,Logistics Release Evidence Agent,Evidence Agent,Operations,Logistics,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/logistics/release-evidence/hasf-sec-logistics-release-ev-096,50,False,3,f56d2884962639f55624089d719ab09b17e95d8753a33f354104e3b94d7e0185
HASF-SEC-AUTOMOTIVE-THREAT-MOD-097,3.0.0,active,Automotive Threat Model Agent,Security Architecture Agent,Cybersecurity,Automotive,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/automotive/threat-modeling/hasf-sec-automotive-threat-mod-097,50,False,2,734c1765d2533c572c653cd65810b598223aeb30ca38604bfd29d86d7f18a375
HASF-SEC-AUTOMOTIVE-COMPLIANCE-098,3.0.0,active,Automotive Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Automotive,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/automotive/compliance-mapping/hasf-sec-automotive-compliance-098,50,False,3,b07c801fcd1eaf730e619a93297ac98311ee4edc730cbb326613d90be844848e
HASF-SEC-AUTOMOTIVE-CI-CD-GATE-099,3.0.0,active,Automotive CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Automotive,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/automotive/ci-cd/hasf-sec-automotive-ci-cd-gate-099,50,False,4,a8ed5c575d58f98b44687903340f683bcb4596eec6023a067f2e5ac491af6984
HASF-SEC-AUTOMOTIVE-AI-RISK-EV-100,3.0.0,active,Automotive AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Automotive,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/automotive/ai-ml-security/hasf-sec-automotive-ai-risk-ev-100,50,False,2,8ba7e5edfc58b2144aa0ee913830efa1a9f80f0464ea3a9b6abf8e2ecf2e55b4
HASF-SEC-AUTOMOTIVE-INCIDENT-P-101,3.0.0,active,Automotive Incident Playbook Agent,Incident Response Agent,Cybersecurity,Automotive,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/automotive/incident-response/hasf-sec-automotive-incident-p-101,50,False,2,2c7251e31d754d17b7639ef12f1587be84924db21db88e61fc46acd38d89f2f5
HASF-SEC-AUTOMOTIVE-RELEASE-EV-102,3.0.0,active,Automotive Release Evidence Agent,Evidence Agent,Operations,Automotive,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/automotive/release-evidence/hasf-sec-automotive-release-ev-102,50,False,3,a7113232aa232d00d6e8cf674a7058d0e6ebbf9a0b5cf354c05e83b4518957f9
HASF-SEC-RETAIL-THREAT-MOD-103,3.0.0,active,Retail Threat Model Agent,Security Architecture Agent,Cybersecurity,Retail,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/retail/threat-modeling/hasf-sec-retail-threat-mod-103,50,False,2,d2516ec6590106ef7f116cd61222bf5a097d216aeeb55df203cd6d2c714324cd
HASF-SEC-RETAIL-COMPLIANCE-104,3.0.0,active,Retail Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Retail,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/retail/compliance-mapping/hasf-sec-retail-compliance-104,50,False,3,bac670a549142d66fa6f42be1b1d709a7a7b22831242b6062550d33ad55a01e2
HASF-SEC-RETAIL-CI-CD-GATE-105,3.0.0,active,Retail CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Retail,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/retail/ci-cd/hasf-sec-retail-ci-cd-gate-105,50,False,4,0f7d5eb347495dd03ae2238f3c379089c281f12c5d7cd6da89bfe2128e73b057
HASF-SEC-RETAIL-AI-RISK-EV-106,3.0.0,active,Retail AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Retail,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/retail/ai-ml-security/hasf-sec-retail-ai-risk-ev-106,50,False,2,9afe561b94a9673aa09c01a5aeddc14958715c1dd8b57fa839944b2d49fa4f95
HASF-SEC-RETAIL-INCIDENT-P-107,3.0.0,active,Retail Incident Playbook Agent,Incident Response Agent,Cybersecurity,Retail,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/retail/incident-response/hasf-sec-retail-incident-p-107,50,False,2,7eb9bcd2fff856d17a531adb05874dd687f40aea8a37f5d35a81fc75c285500f
HASF-SEC-RETAIL-RELEASE-EV-108,3.0.0,active,Retail Release Evidence Agent,Evidence Agent,Operations,Retail,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/retail/release-evidence/hasf-sec-retail-release-ev-108,50,False,3,284315cc7faeff124f8a408895a28540aa92588671a1e06fced45943a1e2339f
HASF-SEC-E-COMMERCE-THREAT-MOD-109,3.0.0,active,E-Commerce Threat Model Agent,Security Architecture Agent,Cybersecurity,E-Commerce,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/e-commerce/threat-modeling/hasf-sec-e-commerce-threat-mod-109,50,False,2,9a0770f53b19687af51dbbfacbf127d5cdf8da25c204940763c9593f3a785c77
HASF-SEC-E-COMMERCE-COMPLIANCE-110,3.0.0,active,E-Commerce Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,E-Commerce,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/e-commerce/compliance-mapping/hasf-sec-e-commerce-compliance-110,50,False,3,7d31b3004ca21c9de1f6a647ede09419a43d39b03bee37496163d9e9b98231b5
HASF-SEC-E-COMMERCE-CI-CD-GATE-111,3.0.0,active,E-Commerce CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,E-Commerce,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/e-commerce/ci-cd/hasf-sec-e-commerce-ci-cd-gate-111,50,False,4,8a5d900d2794e0e7f5dc525ab7fa47ae5a52da15fb7e26f6e849115475d0dcac
HASF-SEC-E-COMMERCE-AI-RISK-EV-112,3.0.0,active,E-Commerce AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,E-Commerce,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/e-commerce/ai-ml-security/hasf-sec-e-commerce-ai-risk-ev-112,50,False,2,4863e6163918f4405ef63dff771bc164fe481c2cee69ef0d7e6967d05f5dc6ed
HASF-SEC-E-COMMERCE-INCIDENT-P-113,3.0.0,active,E-Commerce Incident Playbook Agent,Incident Response Agent,Cybersecurity,E-Commerce,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/e-commerce/incident-response/hasf-sec-e-commerce-incident-p-113,50,False,2,3b52240429ba6c86f4050ef57882b02efbf48cca4c7c4586f3f8c7c76305a6c4
HASF-SEC-E-COMMERCE-RELEASE-EV-114,3.0.0,active,E-Commerce Release Evidence Agent,Evidence Agent,Operations,E-Commerce,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/e-commerce/release-evidence/hasf-sec-e-commerce-release-ev-114,50,False,3,4c43a46cd8860b972d322a3d8e754d4d1547e00e92b5f66205ac30dab57e567e
HASF-SEC-EDUCATION-THREAT-MOD-115,3.0.0,active,Education Threat Model Agent,Security Architecture Agent,Cybersecurity,Education,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/education/threat-modeling/hasf-sec-education-threat-mod-115,50,False,2,635297fc776d58805df745e30acb95119e5e16d1daa12192d568aa3e141b846e
HASF-SEC-EDUCATION-COMPLIANCE-116,3.0.0,active,Education Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Education,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/education/compliance-mapping/hasf-sec-education-compliance-116,50,False,3,53d8a0819e3b8025fc8f5e75238435afd8479c4e4d5dbff64a11fc94aa5e1e84
HASF-SEC-EDUCATION-CI-CD-GATE-117,3.0.0,active,Education CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Education,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/education/ci-cd/hasf-sec-education-ci-cd-gate-117,50,False,4,fca26b8f60e8399949d099cd030edcbf6b603476959fa8509b329d0cdbbf63a8
HASF-SEC-EDUCATION-AI-RISK-EV-118,3.0.0,active,Education AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Education,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/education/ai-ml-security/hasf-sec-education-ai-risk-ev-118,50,False,2,bb506ea684809ae91faaba38ebd5cd09738c513e9a4bcd8da8706d251a6a4691
HASF-SEC-EDUCATION-INCIDENT-P-119,3.0.0,active,Education Incident Playbook Agent,Incident Response Agent,Cybersecurity,Education,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/education/incident-response/hasf-sec-education-incident-p-119,50,False,2,61ec152713ce040147f58840df39f9cf41e7792963a5c2d4136f761440a4a2ba
HASF-SEC-EDUCATION-RELEASE-EV-120,3.0.0,active,Education Release Evidence Agent,Evidence Agent,Operations,Education,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/education/release-evidence/hasf-sec-education-release-ev-120,50,False,3,c2d02b7bbcca2d08f1443d137bb5c4966b839a3be53a41fdce84f219b8445f44
HASF-SEC-LEGAL-THREAT-MOD-121,3.0.0,active,Legal Threat Model Agent,Security Architecture Agent,Cybersecurity,Legal,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/legal/threat-modeling/hasf-sec-legal-threat-mod-121,50,False,2,12ca71e81c23cae6329a2e3da22688bee85a8e44a98ab4a1a02b2b807c53f1e7
HASF-SEC-LEGAL-COMPLIANCE-122,3.0.0,active,Legal Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Legal,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/legal/compliance-mapping/hasf-sec-legal-compliance-122,50,False,3,33de3c0800d621dab1126d10107af9e461407f11c7d2d45f630fd02618ea2e26
HASF-SEC-LEGAL-CI-CD-GATE-123,3.0.0,active,Legal CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Legal,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/legal/ci-cd/hasf-sec-legal-ci-cd-gate-123,50,False,4,48290324272052e695ec649fd07f389440533586c84569a385b80f26a916955d
HASF-SEC-LEGAL-AI-RISK-EV-124,3.0.0,active,Legal AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Legal,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/legal/ai-ml-security/hasf-sec-legal-ai-risk-ev-124,50,False,2,0fcb83bf7e578f38a1bb39e55764521602231683e4cb4a552e692c9047e61451
HASF-SEC-LEGAL-INCIDENT-P-125,3.0.0,active,Legal Incident Playbook Agent,Incident Response Agent,Cybersecurity,Legal,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/legal/incident-response/hasf-sec-legal-incident-p-125,50,False,2,d42bb5ad22bbc301849fcc090b2ed1ecfd9684e22af5cee6dc8e79baba72e9dd
HASF-SEC-LEGAL-RELEASE-EV-126,3.0.0,active,Legal Release Evidence Agent,Evidence Agent,Operations,Legal,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/legal/release-evidence/hasf-sec-legal-release-ev-126,50,False,3,135fb91349678f27fa1a9d333b57913cb5d09abc1b9eb9e6dc5c2c6c129bd78b
HASF-SEC-SAAS-THREAT-MOD-127,3.0.0,active,SaaS Threat Model Agent,Security Architecture Agent,Cybersecurity,SaaS,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/saas/threat-modeling/hasf-sec-saas-threat-mod-127,50,False,2,7c3067f8a1d455d5ec6dceaa112715a81563e912a5931f3860ac41e174ed5cf2
HASF-SEC-SAAS-COMPLIANCE-128,3.0.0,active,SaaS Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,SaaS,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/saas/compliance-mapping/hasf-sec-saas-compliance-128,50,False,3,14c8ac32e83e4741ed2f61533e9ecea7ac67a4879b3274a055bbbcb003084350
HASF-SEC-SAAS-CI-CD-GATE-129,3.0.0,active,SaaS CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,SaaS,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/saas/ci-cd/hasf-sec-saas-ci-cd-gate-129,50,False,4,55a1e129ef587382ec970f02e9c40edc9f1092fd4d76e5f10b7f6aa867344661
HASF-SEC-SAAS-AI-RISK-EV-130,3.0.0,active,SaaS AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,SaaS,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/saas/ai-ml-security/hasf-sec-saas-ai-risk-ev-130,50,False,2,5f3ce76c0bd8083573b2c9b1f7288fc81d036743969de5f4d14d8f97048f8eb0
HASF-SEC-SAAS-INCIDENT-P-131,3.0.0,active,SaaS Incident Playbook Agent,Incident Response Agent,Cybersecurity,SaaS,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/saas/incident-response/hasf-sec-saas-incident-p-131,50,False,2,c4175e609729d26843a9bd9649a6f39397f5b95a1111fdbeb577023c7b029f85
HASF-SEC-SAAS-RELEASE-EV-132,3.0.0,active,SaaS Release Evidence Agent,Evidence Agent,Operations,SaaS,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/saas/release-evidence/hasf-sec-saas-release-ev-132,50,False,3,1e9a487714087226567ac21a8277ee5f48bc6313e0d3f7fa0565ca694aff0794
HASF-SEC-CLOUD-PLATFORM-THREAT-MOD-133,3.0.0,active,Cloud Platforms Threat Model Agent,Security Architecture Agent,Cybersecurity,Cloud Platforms,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/cloud-platforms/threat-modeling/hasf-sec-cloud-platform-threat-mod-133,50,False,2,310fe475c81bd2d3a15af93f076a38c9c8a74ca5347571e8a9ddc8dca116b6b4
HASF-SEC-CLOUD-PLATFORM-COMPLIANCE-134,3.0.0,active,Cloud Platforms Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Cloud Platforms,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/cloud-platforms/compliance-mapping/hasf-sec-cloud-platform-compliance-134,50,False,3,e7c32002a309c441019dd353d9338d266e80923e152249fcef7d8bb622d64f41
HASF-SEC-CLOUD-PLATFORM-CI-CD-GATE-135,3.0.0,active,Cloud Platforms CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Cloud Platforms,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/cloud-platforms/ci-cd/hasf-sec-cloud-platform-ci-cd-gate-135,50,False,4,7235f59e1d3385dec1b61a92da1a3cb57e3af67a308ef1eda184fe2967e7cae9
HASF-SEC-CLOUD-PLATFORM-AI-RISK-EV-136,3.0.0,active,Cloud Platforms AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Cloud Platforms,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/cloud-platforms/ai-ml-security/hasf-sec-cloud-platform-ai-risk-ev-136,50,False,2,9ac00e5a9eb96c6bf7bf7343926889c9b0e0b3a02d0901dc7714a3e830f271fe
HASF-SEC-CLOUD-PLATFORM-INCIDENT-P-137,3.0.0,active,Cloud Platforms Incident Playbook Agent,Incident Response Agent,Cybersecurity,Cloud Platforms,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/cloud-platforms/incident-response/hasf-sec-cloud-platform-incident-p-137,50,False,2,9f146e2c57aed157771d3a9c5583f1daf129ddedf4e2e57a721b6e59846fe158
HASF-SEC-CLOUD-PLATFORM-RELEASE-EV-138,3.0.0,active,Cloud Platforms Release Evidence Agent,Evidence Agent,Operations,Cloud Platforms,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/cloud-platforms/release-evidence/hasf-sec-cloud-platform-release-ev-138,50,False,3,157c8c0c6fc2da101b8b52f2b1dc27330a0265ae476d569ab9f12d464daafa40
HASF-SEC-AI-NATIVE-PROD-THREAT-MOD-139,3.0.0,active,AI-Native Products Threat Model Agent,Security Architecture Agent,Cybersecurity,AI-Native Products,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/ai-native-products/threat-modeling/hasf-sec-ai-native-prod-threat-mod-139,50,False,2,20e579170e1ade4796a530dc2b44aefdbe2dcbcedc73863c39d78109905616a8
HASF-SEC-AI-NATIVE-PROD-COMPLIANCE-140,3.0.0,active,AI-Native Products Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,AI-Native Products,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/ai-native-products/compliance-mapping/hasf-sec-ai-native-prod-compliance-140,50,False,3,1215b5eee2829e295031864020363309595997ed600a9ee6c20745c458ba413d
HASF-SEC-AI-NATIVE-PROD-CI-CD-GATE-141,3.0.0,active,AI-Native Products CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,AI-Native Products,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/ai-native-products/ci-cd/hasf-sec-ai-native-prod-ci-cd-gate-141,50,False,4,a11ba9a2922a25f987e720b3aeefb1781e8d942bcd266102ccb008860f3b3708
HASF-SEC-AI-NATIVE-PROD-AI-RISK-EV-142,3.0.0,active,AI-Native Products AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,AI-Native Products,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/ai-native-products/ai-ml-security/hasf-sec-ai-native-prod-ai-risk-ev-142,50,False,2,e25c31768962fa7df74be920f39214198ea582a4d8bf4e528f5413db73bd70e6
HASF-SEC-AI-NATIVE-PROD-INCIDENT-P-143,3.0.0,active,AI-Native Products Incident Playbook Agent,Incident Response Agent,Cybersecurity,AI-Native Products,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/ai-native-products/incident-response/hasf-sec-ai-native-prod-incident-p-143,50,False,2,2dfbed2a26205e9ad1f884e7c01a9d2548adcb79babcfae98c354374f39eca6a
HASF-SEC-AI-NATIVE-PROD-RELEASE-EV-144,3.0.0,active,AI-Native Products Release Evidence Agent,Evidence Agent,Operations,AI-Native Products,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/ai-native-products/release-evidence/hasf-sec-ai-native-prod-release-ev-144,50,False,3,de05cf48bb0ddb4cb0f4919abe3921428d7d2ec1fc697345855e5a619da3e2d5
HASF-SEC-MEDIA-THREAT-MOD-145,3.0.0,active,Media Threat Model Agent,Security Architecture Agent,Cybersecurity,Media,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/media/threat-modeling/hasf-sec-media-threat-mod-145,50,False,2,5787b4d8a5ad08f9e041dcc6630ba69a806e822054c564016b55f86a43e1f855
HASF-SEC-MEDIA-COMPLIANCE-146,3.0.0,active,Media Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Media,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/media/compliance-mapping/hasf-sec-media-compliance-146,50,False,3,ac09f528b6344553c625a20b29a18df3ffcb164b49ca94f1e457f94123385312
HASF-SEC-MEDIA-CI-CD-GATE-147,3.0.0,active,Media CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Media,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/media/ci-cd/hasf-sec-media-ci-cd-gate-147,50,False,4,3dd5ed25e4071938949cde1a94eca253c3e7ae9e30cae66d3759d699e6ee2bd8
HASF-SEC-MEDIA-AI-RISK-EV-148,3.0.0,active,Media AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Media,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/media/ai-ml-security/hasf-sec-media-ai-risk-ev-148,50,False,2,4a8016d692ccb412f513d20a66a0d760e00978e6056e73bbb8f74aa61e1a0402
HASF-SEC-MEDIA-INCIDENT-P-149,3.0.0,active,Media Incident Playbook Agent,Incident Response Agent,Cybersecurity,Media,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/media/incident-response/hasf-sec-media-incident-p-149,50,False,2,90721666502985bb420c880ba8da10d32f9b6a0b699578898b41aa9b648cf2b8
HASF-SEC-MEDIA-RELEASE-EV-150,3.0.0,active,Media Release Evidence Agent,Evidence Agent,Operations,Media,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/media/release-evidence/hasf-sec-media-release-ev-150,50,False,3,8b5522b412a7d7000356173b86720ea961e324537d005b1f573ae12edba0512d
